date,country,arrivals,arrivals_male,arrivals_female
2021-08-01,MAC,0,0,0
2021-09-01,MAC,0,0,0
2021-10-01,MAC,0,0,0
2021-11-01,MAC,0,0,0
2021-12-01,MAC,0,0,0
2022-01-01,MAC,0,0,0
2022-02-01,MAC,0,0,0
2022-03-01,MAC,0,0,0
2022-04-01,MAC,0,0,0
2022-05-01,MAC,1,0,1
2022-06-01,MAC,0,0,0
2022-07-01,MAC,0,0,0
2022-08-01,MAC,0,0,0
2022-09-01,MAC,0,0,0
2022-10-01,MAC,4,0,4
2022-11-01,MAC,2,1,1
2022-12-01,MAC,9,4,5
2023-01-01,MAC,2,1,1
2023-02-01,MAC,3,0,3
2023-03-01,MAC,3,1,2
2023-04-01,MAC,8,5,3
2023-05-01,MAC,8,3,5
2023-06-01,MAC,4,2,2
2023-07-01,MAC,4,3,1
2023-08-01,MAC,12,7,5
2023-09-01,MAC,13,8,5
2023-10-01,MAC,1,1,0
2023-11-01,MAC,0,0,0
2023-12-01,MAC,25,14,11
2024-01-01,MAC,3,2,1
2024-02-01,MAC,21,9,12
2024-03-01,MAC,1,0,1
2024-04-01,MAC,3,2,1
2024-05-01,MAC,2,0,2
2024-06-01,MAC,3,0,3
2020-01-01,MAR,953,511,442
2020-02-01,MAR,971,532,439
2020-03-01,MAR,376,215,161
2020-04-01,MAR,1,0,1
2020-05-01,MAR,0,0,0
2020-06-01,MAR,5,0,5
2020-07-01,MAR,5,3,2
2020-08-01,MAR,0,0,0
2020-09-01,MAR,5,1,4
2020-10-01,MAR,10,7,3
2020-11-01,MAR,7,3,4
2020-12-01,MAR,4,2,2
2021-01-01,MAR,8,4,4
2021-02-01,MAR,3,1,2
2021-03-01,MAR,11,5,6
2021-04-01,MAR,12,6,6
2021-05-01,MAR,7,5,2
2021-06-01,MAR,6,3,3
2021-07-01,MAR,0,0,0
2021-08-01,MAR,10,5,5
2021-09-01,MAR,16,8,8
2021-10-01,MAR,8,2,6
2021-11-01,MAR,18,9,9
2021-12-01,MAR,22,6,16
2022-01-01,MAR,30,13,17
2022-02-01,MAR,32,7,25
2022-03-01,MAR,37,16,21
2022-04-01,MAR,136,63,73
2022-05-01,MAR,399,180,219
2022-06-01,MAR,349,177,172
2022-07-01,MAR,460,253,207
2022-08-01,MAR,944,451,493
2022-09-01,MAR,714,371,343
2022-10-01,MAR,992,527,465
2022-11-01,MAR,578,340,238
2022-12-01,MAR,482,268,214
2023-01-01,MAR,539,346,193
2023-02-01,MAR,738,425,313
2023-03-01,MAR,632,378,254
2023-04-01,MAR,542,307,235
2023-05-01,MAR,904,487,417
2023-06-01,MAR,652,330,322
2023-07-01,MAR,1297,658,639
2023-08-01,MAR,2895,1279,1616
2023-09-01,MAR,1839,856,983
2023-10-01,MAR,1465,760,705
2023-11-01,MAR,942,527,415
2023-12-01,MAR,1112,589,523
2024-01-01,MAR,1260,686,574
2024-02-01,MAR,1189,684,505
2024-03-01,MAR,643,398,245
2024-04-01,MAR,1132,619,513
2024-05-01,MAR,1799,920,879
2024-06-01,MAR,1361,773,588
2020-01-01,MCO,3,1,2
2020-02-01,MCO,6,2,4
2020-03-01,MCO,2,1,1
2020-04-01,MCO,0,0,0
2020-05-01,MCO,0,0,0
2020-06-01,MCO,0,0,0
2020-07-01,MCO,0,0,0
2020-08-01,MCO,0,0,0
2020-09-01,MCO,0,0,0
2020-10-01,MCO,0,0,0
2020-11-01,MCO,0,0,0
2020-12-01,MCO,0,0,0
2021-01-01,MCO,0,0,0
2021-02-01,MCO,0,0,0
2021-03-01,MCO,0,0,0
2021-04-01,MCO,0,0,0
2021-05-01,MCO,0,0,0
2021-06-01,MCO,0,0,0
2021-07-01,MCO,0,0,0
2021-08-01,MCO,3,0,3
2021-09-01,MCO,0,0,0
2021-10-01,MCO,0,0,0
2021-11-01,MCO,0,0,0
2021-12-01,MCO,0,0,0
2022-01-01,MCO,0,0,0
2022-02-01,MCO,2,1,1
2022-03-01,MCO,0,0,0
2022-04-01,MCO,0,0,0
2022-05-01,MCO,6,2,4
2022-06-01,MCO,4,3,1
2022-07-01,MCO,3,0,3
2022-08-01,MCO,0,0,0
2022-09-01,MCO,0,0,0
2022-10-01,MCO,2,1,1
2022-11-01,MCO,4,1,3
2022-12-01,MCO,1,1,0
2023-01-01,MCO,0,0,0
2023-02-01,MCO,8,5,3
2023-03-01,MCO,1,1,0
2023-04-01,MCO,3,1,2
2023-05-01,MCO,1,0,1
2023-06-01,MCO,1,0,1
2023-07-01,MCO,3,0,3
2023-08-01,MCO,4,2,2
2023-09-01,MCO,2,1,1
2023-10-01,MCO,1,1,0
2023-11-01,MCO,7,7,0
2023-12-01,MCO,3,3,0
2024-01-01,MCO,7,5,2
2024-02-01,MCO,8,5,3
2024-03-01,MCO,3,3,0
2024-04-01,MCO,6,4,2
2024-05-01,MCO,7,6,1
2024-06-01,MCO,2,2,0
2020-01-01,MDA,59,24,35
2020-02-01,MDA,47,23,24
2020-03-01,MDA,31,14,17
2020-04-01,MDA,0,0,0
2020-05-01,MDA,0,0,0
2020-06-01,MDA,0,0,0
2020-07-01,MDA,2,2,0
2020-08-01,MDA,0,0,0
2020-09-01,MDA,1,0,1
2020-10-01,MDA,0,0,0
2020-11-01,MDA,0,0,0
2020-12-01,MDA,0,0,0
2021-01-01,MDA,0,0,0
2021-02-01,MDA,1,1,0
2021-03-01,MDA,0,0,0
2021-04-01,MDA,1,0,1
2021-05-01,MDA,0,0,0
2021-06-01,MDA,0,0,0
2021-07-01,MDA,0,0,0
2021-08-01,MDA,0,0,0
2021-09-01,MDA,1,1,0
2021-10-01,MDA,0,0,0
2021-11-01,MDA,0,0,0
2021-12-01,MDA,0,0,0
2022-01-01,MDA,0,0,0
2022-02-01,MDA,1,0,1
2022-03-01,MDA,0,0,0
2022-04-01,MDA,12,3,9
2022-05-01,MDA,12,5,7
2022-06-01,MDA,9,4,5
2022-07-01,MDA,8,4,4
2022-08-01,MDA,24,12,12
2022-09-01,MDA,39,18,21
2022-10-01,MDA,17,14,3
2022-11-01,MDA,46,25,21
2022-12-01,MDA,24,14,10
2023-01-01,MDA,28,14,14
2023-02-01,MDA,48,23,25
2023-03-01,MDA,37,22,15
2023-04-01,MDA,24,13,11
2023-05-01,MDA,43,25,18
2023-06-01,MDA,33,17,16
2023-07-01,MDA,33,21,12
2023-08-01,MDA,44,26,18
2023-09-01,MDA,37,21,16
2023-10-01,MDA,45,25,20
2023-11-01,MDA,34,21,13
2023-12-01,MDA,37,23,14
2024-01-01,MDA,60,29,31
2024-02-01,MDA,49,18,31
2024-03-01,MDA,71,27,44
2024-04-01,MDA,41,19,22
2024-05-01,MDA,42,16,26
2024-06-01,MDA,42,23,19
2020-01-01,MDG,76,42,34
2020-02-01,MDG,38,19,19
2020-03-01,MDG,28,14,14
2020-04-01,MDG,0,0,0
2020-05-01,MDG,0,0,0
2020-06-01,MDG,0,0,0
2020-07-01,MDG,3,1,2
2020-08-01,MDG,0,0,0
2020-09-01,MDG,0,0,0
2020-10-01,MDG,0,0,0
2020-11-01,MDG,0,0,0
2020-12-01,MDG,0,0,0
2021-01-01,MDG,0,0,0
2021-02-01,MDG,0,0,0
2021-03-01,MDG,0,0,0
2021-04-01,MDG,1,1,0
2021-05-01,MDG,0,0,0
2021-06-01,MDG,0,0,0
2021-07-01,MDG,0,0,0
2021-08-01,MDG,1,1,0
2021-09-01,MDG,0,0,0
2021-10-01,MDG,0,0,0
2021-11-01,MDG,1,0,1
2021-12-01,MDG,0,0,0
2022-01-01,MDG,2,0,2
2022-02-01,MDG,0,0,0
2022-03-01,MDG,1,1,0
2022-04-01,MDG,3,1,2
2022-05-01,MDG,6,3,3
2022-06-01,MDG,15,7,8
2022-07-01,MDG,13,7,6
2022-08-01,MDG,17,7,10
2022-09-01,MDG,16,5,11
2022-10-01,MDG,16,5,11
2022-11-01,MDG,54,15,39
2022-12-01,MDG,36,15,21
2023-01-01,MDG,27,15,12
2023-02-01,MDG,31,12,19
2023-03-01,MDG,104,35,69
2023-04-01,MDG,77,35,42
2023-05-01,MDG,64,28,36
2023-06-01,MDG,70,39,31
2023-07-01,MDG,122,53,69
2023-08-01,MDG,341,128,213
2023-09-01,MDG,113,51,62
2023-10-01,MDG,97,48,49
2023-11-01,MDG,45,22,23
2023-12-01,MDG,93,44,49
2024-01-01,MDG,75,33,42
2024-02-01,MDG,63,31,32
2024-03-01,MDG,119,61,58
2024-04-01,MDG,140,60,80
2024-05-01,MDG,115,45,70
2024-06-01,MDG,138,52,86
2020-01-01,MDV,2541,1332,1209
2020-02-01,MDV,1372,794,578
2020-03-01,MDV,980,566,414
2020-04-01,MDV,0,0,0
2020-05-01,MDV,0,0,0
2020-06-01,MDV,3,2,1
2020-07-01,MDV,1,0,1
2020-08-01,MDV,54,22,32
2020-09-01,MDV,50,20,30
2020-10-01,MDV,83,30,53
2020-11-01,MDV,16,12,4
2020-12-01,MDV,17,11,6
2021-01-01,MDV,40,19,21
2021-02-01,MDV,54,27,27
2021-03-01,MDV,76,36,40
2021-04-01,MDV,97,42,55
2021-05-01,MDV,103,32,71
2021-06-01,MDV,24,12,12
2021-07-01,MDV,24,8,16
2021-08-01,MDV,57,30,27
2021-09-01,MDV,52,20,32
2021-10-01,MDV,94,32,62
2021-11-01,MDV,100,45,55
2021-12-01,MDV,227,102,125
2022-01-01,MDV,347,158,189
2022-02-01,MDV,253,114,139
2022-03-01,MDV,237,129,108
2022-04-01,MDV,1053,560,493
2022-05-01,MDV,1612,849,763
2022-06-01,MDV,1474,757,717
2022-07-01,MDV,4714,2209,2505
2022-08-01,MDV,1849,950,899
2022-09-01,MDV,1845,1067,778
2022-10-01,MDV,1939,1052,887
2022-11-01,MDV,1875,993,882
2022-12-01,MDV,3031,1482,1549
2023-01-01,MDV,2224,1134,1090
2023-02-01,MDV,1807,980,827
2023-03-01,MDV,1888,1095,793
2023-04-01,MDV,1423,778,645
2023-05-01,MDV,1893,1078,815
2023-06-01,MDV,2534,1287,1247
2023-07-01,MDV,6291,3078,3213
2023-08-01,MDV,2368,1251,1117
2023-09-01,MDV,2831,1531,1300
2023-10-01,MDV,2660,1438,1222
2023-11-01,MDV,2487,1407,1080
2023-12-01,MDV,4827,2345,2482
2024-01-01,MDV,3139,1624,1515
2024-02-01,MDV,2627,1412,1215
2024-03-01,MDV,1751,985,766
2024-04-01,MDV,3350,1799,1551
2024-05-01,MDV,5730,2866,2864
2024-06-01,MDV,4205,2285,1920
2020-01-01,MEX,757,421,336
2020-02-01,MEX,503,261,242
2020-03-01,MEX,273,144,129
2020-04-01,MEX,0,0,0
2020-05-01,MEX,0,0,0
2020-06-01,MEX,1,1,0
2020-07-01,MEX,10,9,1
2020-08-01,MEX,82,16,66
2020-09-01,MEX,4,2,2
2020-10-01,MEX,14,12,2
2020-11-01,MEX,6,4,2
2020-12-01,MEX,1,1,0
2021-01-01,MEX,7,7,0
2021-02-01,MEX,3,2,1
2021-03-01,MEX,3,3,0
2021-04-01,MEX,11,7,4
2021-05-01,MEX,11,8,3
2021-06-01,MEX,10,8,2
2021-07-01,MEX,13,9,4
2021-08-01,MEX,14,10,4
2021-09-01,MEX,12,8,4
2021-10-01,MEX,7,6,1
2021-11-01,MEX,7,5,2
2021-12-01,MEX,22,12,10
2022-01-01,MEX,86,49,37
2022-02-01,MEX,32,19,13
2022-03-01,MEX,24,14,10
2022-04-01,MEX,165,103,62
2022-05-01,MEX,253,154,99
2022-06-01,MEX,270,150,120
2022-07-01,MEX,412,239,173
2022-08-01,MEX,421,236,185
2022-09-01,MEX,553,302,251
2022-10-01,MEX,795,410,385
2022-11-01,MEX,601,319,282
2022-12-01,MEX,482,261,221
2023-01-01,MEX,552,291,261
2023-02-01,MEX,527,285,242
2023-03-01,MEX,672,352,320
2023-04-01,MEX,977,470,507
2023-05-01,MEX,786,415,371
2023-06-01,MEX,505,266,239
2023-07-01,MEX,1151,582,569
2023-08-01,MEX,696,362,334
2023-09-01,MEX,1156,542,614
2023-10-01,MEX,1159,596,563
2023-11-01,MEX,1206,590,616
2023-12-01,MEX,1154,570,584
2024-01-01,MEX,840,444,396
2024-02-01,MEX,853,430,423
2024-03-01,MEX,1383,677,706
2024-04-01,MEX,1130,522,608
2024-05-01,MEX,883,437,446
2024-06-01,MEX,847,435,412
2020-01-01,MHL,1,1,0
2020-02-01,MHL,4,2,2
2020-03-01,MHL,5,3,2
2020-04-01,MHL,0,0,0
2020-05-01,MHL,0,0,0
2020-06-01,MHL,0,0,0
2020-07-01,MHL,0,0,0
2020-08-01,MHL,0,0,0
2020-09-01,MHL,0,0,0
2020-10-01,MHL,0,0,0
2020-11-01,MHL,0,0,0
2020-12-01,MHL,0,0,0
2021-01-01,MHL,0,0,0
2021-02-01,MHL,0,0,0
2021-03-01,MHL,0,0,0
2021-04-01,MHL,1,1,0
2021-05-01,MHL,0,0,0
2021-06-01,MHL,0,0,0
2021-07-01,MHL,0,0,0
2021-08-01,MHL,0,0,0
2021-09-01,MHL,0,0,0
2021-10-01,MHL,1,1,0
2021-11-01,MHL,0,0,0
2021-12-01,MHL,0,0,0
2022-01-01,MHL,0,0,0
2022-02-01,MHL,0,0,0
2022-03-01,MHL,0,0,0
2022-04-01,MHL,2,2,0
2022-05-01,MHL,0,0,0
2022-06-01,MHL,3,0,3
2022-07-01,MHL,2,2,0
2022-08-01,MHL,2,2,0
2022-09-01,MHL,1,1,0
2022-10-01,MHL,4,3,1
2022-11-01,MHL,4,3,1
2022-12-01,MHL,0,0,0
2023-01-01,MHL,9,5,4
2023-02-01,MHL,2,2,0
2023-03-01,MHL,4,4,0
2023-04-01,MHL,9,8,1
2023-05-01,MHL,5,4,1
2023-06-01,MHL,0,0,0
2023-07-01,MHL,4,4,0
2023-08-01,MHL,7,6,1
2023-09-01,MHL,4,1,3
2023-10-01,MHL,4,2,2
2023-11-01,MHL,4,4,0
2023-12-01,MHL,3,2,1
2024-01-01,MHL,4,2,2
2024-02-01,MHL,8,7,1
2024-03-01,MHL,1,1,0
2024-04-01,MHL,2,2,0
2024-05-01,MHL,5,4,1
2024-06-01,MHL,6,3,3
2020-01-01,MKD,37,25,12
2020-02-01,MKD,70,44,26
2020-03-01,MKD,17,11,6
2020-04-01,MKD,0,0,0
2020-05-01,MKD,0,0,0
2020-06-01,MKD,1,1,0
2020-07-01,MKD,0,0,0
2020-08-01,MKD,0,0,0
2020-09-01,MKD,0,0,0
2020-10-01,MKD,4,2,2
2020-11-01,MKD,0,0,0
2020-12-01,MKD,0,0,0
2021-01-01,MKD,0,0,0
2021-02-01,MKD,0,0,0
2021-03-01,MKD,1,1,0
2021-04-01,MKD,2,2,0
2021-05-01,MKD,2,2,0
2021-06-01,MKD,0,0,0
2021-07-01,MKD,0,0,0
2021-08-01,MKD,1,0,1
2021-09-01,MKD,0,0,0
2021-10-01,MKD,4,2,2
2021-11-01,MKD,1,0,1
2021-12-01,MKD,0,0,0
2022-01-01,MKD,0,0,0
2022-02-01,MKD,1,1,0
2022-03-01,MKD,1,0,1
2022-04-01,MKD,10,4,6
2022-05-01,MKD,12,4,8
2022-06-01,MKD,15,11,4
2022-07-01,MKD,9,5,4
2022-08-01,MKD,22,16,6
2022-09-01,MKD,40,24,16
2022-10-01,MKD,43,22,21
2022-11-01,MKD,24,18,6
2022-12-01,MKD,28,12,16
2023-01-01,MKD,31,15,16
2023-02-01,MKD,27,16,11
2023-03-01,MKD,61,33,28
2023-04-01,MKD,52,29,23
2023-05-01,MKD,69,34,35
2023-06-01,MKD,28,18,10
2023-07-01,MKD,35,15,20
2023-08-01,MKD,57,29,28
2023-09-01,MKD,49,29,20
2023-10-01,MKD,64,30,34
2023-11-01,MKD,40,28,12
2023-12-01,MKD,66,33,33
2024-01-01,MKD,104,60,44
2024-02-01,MKD,77,35,42
2024-03-01,MKD,47,24,23
2024-04-01,MKD,69,30,39
2024-05-01,MKD,68,32,36
2024-06-01,MKD,43,27,16
2020-01-01,MLI,11,8,3
2020-02-01,MLI,6,6,0
2020-03-01,MLI,12,10,2
2020-04-01,MLI,0,0,0
2020-05-01,MLI,0,0,0
2020-06-01,MLI,0,0,0
2020-07-01,MLI,0,0,0
2020-08-01,MLI,0,0,0
2020-09-01,MLI,1,1,0
2020-10-01,MLI,1,1,0
2020-11-01,MLI,0,0,0
2020-12-01,MLI,0,0,0
2021-01-01,MLI,1,1,0
2021-02-01,MLI,0,0,0
2021-03-01,MLI,3,3,0
2021-04-01,MLI,6,4,2
2021-05-01,MLI,1,1,0
2021-06-01,MLI,0,0,0
2021-07-01,MLI,0,0,0
2021-08-01,MLI,0,0,0
2021-09-01,MLI,0,0,0
2021-10-01,MLI,3,3,0
2021-11-01,MLI,4,4,0
2021-12-01,MLI,1,0,1
2022-01-01,MLI,1,1,0
2022-02-01,MLI,3,2,1
2022-03-01,MLI,2,1,1
2022-04-01,MLI,2,2,0
2022-05-01,MLI,0,0,0
2022-06-01,MLI,5,4,1
2022-07-01,MLI,4,4,0
2022-08-01,MLI,8,8,0
2022-09-01,MLI,7,5,2
2022-10-01,MLI,10,7,3
2022-11-01,MLI,3,3,0
2022-12-01,MLI,8,8,0
2023-01-01,MLI,18,16,2
2023-02-01,MLI,6,4,2
2023-03-01,MLI,7,6,1
2023-04-01,MLI,6,3,3
2023-05-01,MLI,15,10,5
2023-06-01,MLI,13,9,4
2023-07-01,MLI,20,16,4
2023-08-01,MLI,15,12,3
2023-09-01,MLI,21,16,5
2023-10-01,MLI,14,8,6
2023-11-01,MLI,10,8,2
2023-12-01,MLI,13,12,1
2024-01-01,MLI,9,5,4
2024-02-01,MLI,22,16,6
2024-03-01,MLI,5,4,1
2024-04-01,MLI,10,8,2
2024-05-01,MLI,14,9,5
2024-06-01,MLI,10,7,3
2020-01-01,MLT,64,43,21
2020-02-01,MLT,54,38,16
2020-03-01,MLT,13,11,2
2020-04-01,MLT,0,0,0
2020-05-01,MLT,0,0,0
2020-06-01,MLT,0,0,0
2020-07-01,MLT,0,0,0
2020-08-01,MLT,4,4,0
2020-09-01,MLT,0,0,0
2020-10-01,MLT,1,1,0
2020-11-01,MLT,0,0,0
2020-12-01,MLT,0,0,0
2021-01-01,MLT,1,1,0
2021-02-01,MLT,1,1,0
2021-03-01,MLT,2,1,1
2021-04-01,MLT,1,1,0
2021-05-01,MLT,2,2,0
2021-06-01,MLT,1,1,0
2021-07-01,MLT,0,0,0
2021-08-01,MLT,0,0,0
2021-09-01,MLT,2,2,0
2021-10-01,MLT,0,0,0
2021-11-01,MLT,1,0,1
2021-12-01,MLT,2,2,0
2022-01-01,MLT,3,3,0
2022-02-01,MLT,2,2,0
2022-03-01,MLT,1,0,1
2022-04-01,MLT,11,8,3
2022-05-01,MLT,30,20,10
2022-06-01,MLT,30,20,10
2022-07-01,MLT,68,36,32
2022-08-01,MLT,63,33,30
2022-09-01,MLT,41,27,14
2022-10-01,MLT,40,27,13
2022-11-01,MLT,83,48,35
2022-12-01,MLT,55,36,19
2023-01-01,MLT,78,42,36
2023-02-01,MLT,56,37,19
2023-03-01,MLT,67,44,23
2023-04-01,MLT,59,36,23
2023-05-01,MLT,42,27,15
2023-06-01,MLT,37,26,11
2023-07-01,MLT,76,42,34
2023-08-01,MLT,112,65,47
2023-09-01,MLT,80,51,29
2023-10-01,MLT,37,28,9
2023-11-01,MLT,95,58,37
2023-12-01,MLT,84,46,38
2024-01-01,MLT,92,56,36
2024-02-01,MLT,57,34,23
2024-03-01,MLT,93,54,39
2024-04-01,MLT,65,41,24
2024-05-01,MLT,50,27,23
2024-06-01,MLT,73,43,30
2020-01-01,MMR,16744,10408,6336
2020-02-01,MMR,12925,8941,3984
2020-03-01,MMR,6463,4355,2108
2020-04-01,MMR,16,11,5
2020-05-01,MMR,10,6,4
2020-06-01,MMR,37,17,20
2020-07-01,MMR,13,4,9
2020-08-01,MMR,96,86,10
2020-09-01,MMR,125,114,11
2020-10-01,MMR,80,71,9
2020-11-01,MMR,161,143,18
2020-12-01,MMR,139,130,9
2021-01-01,MMR,130,123,7
2021-02-01,MMR,75,66,9
2021-03-01,MMR,132,110,22
2021-04-01,MMR,109,95,14
2021-05-01,MMR,69,59,10
2021-06-01,MMR,80,67,13
2021-07-01,MMR,112,105,7
2021-08-01,MMR,59,55,4
2021-09-01,MMR,161,135,26
2021-10-01,MMR,180,147,33
2021-11-01,MMR,210,195,15
2021-12-01,MMR,341,295,46
2022-01-01,MMR,374,320,54
2022-02-01,MMR,301,235,66
2022-03-01,MMR,450,372,78
2022-04-01,MMR,1201,581,620
2022-05-01,MMR,3092,1493,1599
2022-06-01,MMR,5716,2717,2999
2022-07-01,MMR,7811,4034,3777
2022-08-01,MMR,9446,5152,4294
2022-09-01,MMR,10305,5959,4346
2022-10-01,MMR,10972,6039,4933
2022-11-01,MMR,11937,7322,4615
2022-12-01,MMR,13322,7173,6149
2023-01-01,MMR,11974,6164,5810
2023-02-01,MMR,10494,6215,4279
2023-03-01,MMR,11748,6474,5274
2023-04-01,MMR,11796,6094,5702
2023-05-01,MMR,13511,7889,5622
2023-06-01,MMR,12712,6291,6421
2023-07-01,MMR,13593,7346,6247
2023-08-01,MMR,13982,7398,6584
2023-09-01,MMR,14707,7127,7580
2023-10-01,MMR,13012,6322,6690
2023-11-01,MMR,13288,6377,6911
2023-12-01,MMR,15878,7007,8871
2024-01-01,MMR,11092,5820,5272
2024-02-01,MMR,12974,5930,7044
2024-03-01,MMR,16905,7974,8931
2024-04-01,MMR,14130,6927,7203
2024-05-01,MMR,19374,10381,8993
2024-06-01,MMR,16367,6159,10208
2020-01-01,MNE,24,19,5
2020-02-01,MNE,28,17,11
2020-03-01,MNE,7,5,2
2020-04-01,MNE,0,0,0
2020-05-01,MNE,0,0,0
2020-06-01,MNE,1,0,1
2020-07-01,MNE,10,10,0
2020-08-01,MNE,1,1,0
2020-09-01,MNE,1,0,1
2020-10-01,MNE,0,0,0
2020-11-01,MNE,1,1,0
2020-12-01,MNE,5,5,0
2021-01-01,MNE,7,7,0
2021-02-01,MNE,8,8,0
2021-03-01,MNE,19,19,0
2021-04-01,MNE,6,6,0
2021-05-01,MNE,3,3,0
2021-06-01,MNE,3,3,0
2021-07-01,MNE,5,4,1
2021-08-01,MNE,5,5,0
2021-09-01,MNE,5,5,0
2021-10-01,MNE,1,1,0
2021-11-01,MNE,6,6,0
2021-12-01,MNE,8,8,0
2022-01-01,MNE,5,5,0
2022-02-01,MNE,9,9,0
2022-03-01,MNE,5,4,1
2022-04-01,MNE,4,3,1
2022-05-01,MNE,8,7,1
2022-06-01,MNE,5,4,1
2022-07-01,MNE,5,4,1
2022-08-01,MNE,7,7,0
2022-09-01,MNE,8,7,1
2022-10-01,MNE,11,9,2
2022-11-01,MNE,11,11,0
2022-12-01,MNE,7,7,0
2023-01-01,MNE,7,5,2
2023-02-01,MNE,9,8,1
2023-03-01,MNE,13,13,0
2023-04-01,MNE,27,15,12
2023-05-01,MNE,13,10,3
2023-06-01,MNE,14,12,2
2023-07-01,MNE,14,13,1
2023-08-01,MNE,21,14,7
2023-09-01,MNE,11,7,4
2023-10-01,MNE,15,15,0
2023-11-01,MNE,19,17,2
2023-12-01,MNE,26,20,6
2024-01-01,MNE,37,26,11
2024-02-01,MNE,20,15,5
2024-03-01,MNE,22,15,7
2024-04-01,MNE,25,19,6
2024-05-01,MNE,21,20,1
2024-06-01,MNE,11,5,6
2020-01-01,MNG,919,386,533
2020-02-01,MNG,300,115,185
2020-03-01,MNG,151,60,91
2020-04-01,MNG,0,0,0
2020-05-01,MNG,0,0,0
2020-06-01,MNG,0,0,0
2020-07-01,MNG,0,0,0
2020-08-01,MNG,3,0,3
2020-09-01,MNG,0,0,0
2020-10-01,MNG,4,2,2
2020-11-01,MNG,2,0,2
2020-12-01,MNG,0,0,0
2021-01-01,MNG,0,0,0
2021-02-01,MNG,0,0,0
2021-03-01,MNG,0,0,0
2021-04-01,MNG,0,0,0
2021-05-01,MNG,3,0,3
2021-06-01,MNG,1,0,1
2021-07-01,MNG,0,0,0
2021-08-01,MNG,1,0,1
2021-09-01,MNG,2,0,2
2021-10-01,MNG,3,0,3
2021-11-01,MNG,2,1,1
2021-12-01,MNG,7,2,5
2022-01-01,MNG,9,3,6
2022-02-01,MNG,13,7,6
2022-03-01,MNG,14,3,11
2022-04-01,MNG,88,32,56
2022-05-01,MNG,149,67,82
2022-06-01,MNG,188,69,119
2022-07-01,MNG,354,151,203
2022-08-01,MNG,289,113,176
2022-09-01,MNG,358,162,196
2022-10-01,MNG,326,152,174
2022-11-01,MNG,400,188,212
2022-12-01,MNG,680,281,399
2023-01-01,MNG,1218,574,644
2023-02-01,MNG,649,255,394
2023-03-01,MNG,491,193,298
2023-04-01,MNG,421,187,234
2023-05-01,MNG,411,148,263
2023-06-01,MNG,362,150,212
2023-07-01,MNG,530,209,321
2023-08-01,MNG,456,195,261
2023-09-01,MNG,406,165,241
2023-10-01,MNG,496,169,327
2023-11-01,MNG,621,242,379
2023-12-01,MNG,973,434,539
2024-01-01,MNG,2097,948,1149
2024-02-01,MNG,706,301,405
2024-03-01,MNG,634,280,354
2024-04-01,MNG,546,229,317
2024-05-01,MNG,500,191,309
2024-06-01,MNG,631,232,399
2020-01-01,MNP,2,2,0
2020-02-01,MNP,0,0,0
2020-03-01,MNP,0,0,0
2020-04-01,MNP,0,0,0
2020-05-01,MNP,0,0,0
2020-06-01,MNP,0,0,0
2020-07-01,MNP,0,0,0
2020-08-01,MNP,0,0,0
2020-09-01,MNP,0,0,0
2020-10-01,MNP,0,0,0
2020-11-01,MNP,0,0,0
2020-12-01,MNP,0,0,0
2021-01-01,MNP,0,0,0
2021-02-01,MNP,0,0,0
2021-03-01,MNP,0,0,0
2021-04-01,MNP,0,0,0
2021-05-01,MNP,0,0,0
2021-06-01,MNP,0,0,0
2021-07-01,MNP,0,0,0
2021-08-01,MNP,0,0,0
2021-09-01,MNP,0,0,0
2021-10-01,MNP,0,0,0
2021-11-01,MNP,0,0,0
2021-12-01,MNP,0,0,0
2022-01-01,MNP,0,0,0
2022-02-01,MNP,0,0,0
2022-03-01,MNP,0,0,0
2022-04-01,MNP,0,0,0
2022-05-01,MNP,0,0,0
2022-06-01,MNP,0,0,0
2022-07-01,MNP,0,0,0
2022-08-01,MNP,0,0,0
2022-09-01,MNP,0,0,0
2022-10-01,MNP,0,0,0
2022-11-01,MNP,0,0,0
2022-12-01,MNP,0,0,0
2023-01-01,MNP,0,0,0
2023-02-01,MNP,0,0,0
2023-03-01,MNP,1,0,1
2023-04-01,MNP,0,0,0
2023-05-01,MNP,0,0,0
2023-06-01,MNP,0,0,0
2023-07-01,MNP,0,0,0
2023-08-01,MNP,0,0,0
2023-09-01,MNP,0,0,0
2023-10-01,MNP,0,0,0
2023-11-01,MNP,0,0,0
2023-12-01,MNP,0,0,0
2024-01-01,MNP,0,0,0
2024-02-01,MNP,0,0,0
2024-03-01,MNP,0,0,0
2024-04-01,MNP,0,0,0
2024-05-01,MNP,0,0,0
2024-06-01,MNP,0,0,0
2020-01-01,MOZ,88,53,35
2020-02-01,MOZ,18,13,5
2020-03-01,MOZ,7,4,3
2020-04-01,MOZ,0,0,0
2020-05-01,MOZ,0,0,0
2020-06-01,MOZ,0,0,0
2020-07-01,MOZ,0,0,0
2020-08-01,MOZ,0,0,0
2020-09-01,MOZ,1,0,1
2020-10-01,MOZ,1,0,1
2020-11-01,MOZ,0,0,0
2020-12-01,MOZ,3,3,0
2021-01-01,MOZ,2,1,1
2021-02-01,MOZ,3,1,2
2021-03-01,MOZ,10,7,3
2021-04-01,MOZ,4,4,0
2021-05-01,MOZ,8,3,5
2021-06-01,MOZ,6,3,3
2021-07-01,MOZ,0,0,0
